code,product_name,quantity,brand,categories,ingredients,image_url,nutriscore_grade,energy_100g,fat_100g,saturated_fat_100g,proteins_100g,carbohydrates_100g,sugars_100g,fiber_100g,sodium_100g
8026924051593,IL CARPINO Вино бяло Орвието 750мл,750 GRAM,IL CARPINO,Хранителни стоки > Напитки > Вино > Бяло вино | Хранителни стоки > Нашите марки > Напитки > Вино > Бяло вино,Съдържа СУЛФИТИ,https://cdn.metro-group.com/bg/bg_pim_89175001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849209810,RIOBA Топинг боровинка 1кг,1000 GRAM,RIOBA,Хранителни стоки > Тестени изделия > Торти и десерти > Декорация,глюкозо-фруктозен сироп боровинки бяла захар ароматизант сгъстител модифицирано царевично нишесте регулатор на киселинността лимонена киселина консервант калиев сорбат стабилизатор гума гуар ксантанова гума Оцветител антоцианини,https://cdn.metro-group.com/bg/bg_pim_96809001001_01.png?format=jpg&quality=80&dpi=72,,1105.0,0.0,0.0,0.0,65.0,59.0,,0.0
3800819006340,RIOBA Черен пипер млян 300 х 7 г,210 GRAM,RIOBA,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки",Черен пипер,https://cdn.metro-group.com/bg/bg_pim_168868001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
5710881254885,planets pride Мини пролетни ролца 900г,900 GRAM,PLANETS PRIDE,Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Зеленчукови миксове,ПШЕНИЧЕНО брашно вода зеле зелен боб морков боб мунд фидето китайска гъба царевишно нишесте масло от СОЯ сол захар джинджифил чесън пипер овкусител: мононатриев глутамат СОЕВ сос СУСАМОВО масло,https://cdn.metro-group.com/bg/bg_pim_300761001001_01.png?format=jpg&quality=80&dpi=72,,711.0,,,,32.0,,,
5201050120488,"КАЛАС Сол класик 12,5кг",12500 GRAM,KALAS,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Сол",KIO3 28-55mg/kg със стабилизатор Na2CO3 антиаглумерат Е536  най-много 1ооppm,https://cdn.metro-group.com/bg/bg_pim_41960001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800047890131,METRO Chef Гъби нарязани 10кг,10000 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Гъби | Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Гъби,печурки,https://cdn.metro-group.com/bg/bg_pim_218231001001_01.png?format=jpg&quality=80&dpi=72,,68.0,0.0,0.0,3.0,1.0,0.0,,0.0
3000002726745,Кромид лук 80+ 10кг,10000 GRAM,,Хранителни стоки > Плодове и зеленчуци > Зеленчуци > Луковици,кромид лук,https://cdn.metro-group.com/bg/bg_pim_272674001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849217105,METRO Chef Навито фиде 3кг,3000 GRAM,METRO CHEF,"Хранителни стоки > Тестени изделия > Точени кори, тесто и паста > Паста","Пшенично-грисово брашно, вода, съдържа Глутен!",https://cdn.metro-group.com/bg/bg_pim_340354001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
2859450000003,"Milki dream Моцарела Тост ~2,5 кг",1000 GRAM,MILKY DREAM,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Моцарела,КРАВЕ МЛЯКО вода сол закваска,https://cdn.metro-group.com/bg/bg_pim_330482001001_02.png?format=jpg&quality=80&dpi=72,,1400.0,,,25.0,,,,
3800849221232,aro Белени домати на кубче 800г,800 GRAM,ARO,Хранителни стоки > Нашите марки > Консерви > Зеленчуци > Домати | Хранителни стоки > Консерви > Зеленцучи > Домати,домати концентриран доматен сок лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_342967001001_01.png?format=jpg&quality=80&dpi=72,,85.0,0.0,0.0,1.0,3.58,2.2,,0.0
3800040801325,CIMA Конфитюр класик екстра вишна 900г,900 GRAM,CIMA,"Хранителни стоки > Пакетирани храни > Мед, сладка и течeн шоколад > Сладка",Глюкозо - фруктозен сироп вишни 45% захар желиращ агент : пектин регулатор на киселинността : лимонена киселина консервант : калиев сорбат.,https://cdn.metro-group.com/bg/bg_pim_161938002001_01.png?format=jpg&quality=80&dpi=72,,1064.0,,,,63.0,60.0,,
4337182210184,JEAN DEGAVES Вино бордо 750 мл,,JEAN DEGAVES,Хранителни стоки > Напитки > Вино > Пенливо бяло вино,,https://cdn.metro-group.com/bg/bg_pim_341783001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849209742,RIOBA Претцели 250г,250 GRAM,RIOBA,Хранителни стоки > Захарни и солени изделия > Солети и крекери,ПШЕНИЧНО БРАШНО вода палмова мазнина МАЛЦОВ ЕКСТРАКТ ПШЕНИЧЕН МАЛЦ вода сол мая глазиращ агент натриев хидроксид набухвател амониеви карбонати,https://cdn.metro-group.com/bg/bg_pim_340746001001_01.png?format=jpg&quality=80&dpi=72,,1683.0,7.8,2.5,11.6,71.4,2.3,,933000.0
4337182205081,aro Песто с чесън 1кг,1000 GRAM,ARO,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Песто",слънчогледово масло босилек КАШУ картофени люспи ТВЪРДО СИРЕНЕ захар соли растителни фибри чесън СИРЕНЕ ПАРМЕЗАН РЕДЖИАНО peeled pine nuts натурален аромат регулатор на киселинността млечна киселина антиоксидант аскорбинова киселина,https://cdn.metro-group.com/bg/bg_pim_343009001001_01.png?format=jpg&quality=80&dpi=72,,1924.0,42.0,5.6,4.6,4.2,3.7,,800.0
4337182144632,POWER UP Енергийна напитка 24 бр 250 мл,250 GRAM,POWER UP,Хранителни стоки > Напитки > Енергийни и витаминни напитки > Енергийни напитки | Хранителни стоки > Нашите марки > Напитки > Енергийни и витаминни напитки > Енергийни напитки,вода захар carbon dioxide таурин карамел (амониев) aroma ниацин пантотенова киселина витамин b6 витамин b12 кофеин киселина лимонена киселина регулатор на киселинността тринатриев цитрат,https://cdn.metro-group.com/bg/bg_pim_269913001001_01.png?format=jpg&quality=80&dpi=72,,171.0,0.0,0.0,0.0,9.5,9.5,,90.0
4014500509389,Bayerntaler ементал 200г,200 GRAM,BAYERNTALER,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Твърдо сирене,"Пастьоризирано краве МЛЯКО(с произход ЕС), готварска сол, микробиологичен сирищен фермент, МЛЕЧНОкисели бактериални култури.",https://cdn.metro-group.com/bg/bg_pim_9111001001_01.png?format=jpg&quality=80&dpi=72,,1537.0,,,,0.0,0.0,,
3800849207151,Fine Life Тънък претцел със сусам 80г,80 GRAM,FINE LIFE,Хранителни стоки > Нашите марки > Захарни и солени изделия > Солети и крекери | Хранителни стоки > Захарни и солени изделия > Солети и крекери,БЯЛО ПШЕНИЧНО БРАШНО вода БЯЛ СУСАМ ЧЕРЕН СУСАМ високо олеиново слънчогледово олио МАЛЦОВ ЕКСТРАКТ сол глазиращ агент натриев хидроксид емулгатор СОЕВ ЛЕЦИТИН набухвател натриев бикарбонат консервант екстракт от розмарин,https://cdn.metro-group.com/bg/bg_pim_335582001001_02.png?format=jpg&quality=80&dpi=72,,1747.0,10.3,1.3,11.9,70.8,4.2,,0.0
4333465243269,METRO Chef Почистени вишни 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Други плодове | Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Други плодове,вишна,https://cdn.metro-group.com/bg/bg_pim_209720001001_01.png?format=jpg&quality=80&dpi=72,,226.0,0.1,0.1,0.9,9.9,9.9,,10.0
38003479,Бисер Слънчогледово олио 2 л,2000 GRAM,БИСЕР,"Хранителни стоки > Пакетирани храни > Олио, оцет и маслиново масло > Слънчогледово олио",100% рафинирано слънчогледово масло,https://cdn.metro-group.com/bg/bg_pim_165415001001_01.png?format=jpg&quality=80&dpi=72,,3404.0,92.0,9.0,0.0,0.0,0.0,,
3800748060642,ВЕРЕЯ Кисело мляко 2% 400г,400 GRAM,ВЕРЕЯ,Хранителни стоки > Млечни продукти и яйца > Мляко и млечни продукти > Кисело мляко,КРАВЕ МЛЯКО закваска,https://cdn.metro-group.com/bg/bg_pim_219234001001_01.png?format=jpg&quality=80&dpi=72,,,2.0,,,,,,
4337182168355,RIOBA Сироп лайм 700мл,700 GRAM,RIOBA,Хранителни стоки > Напитки > Безалкохолни напитки и вода > Сиропи | Хранителни стоки > Нашите марки > Напитки > Вода и Безалкохолни напитки > Сиропи,захарен сироп вода ароматизант Flavouring натурален аромат емулгатор акациева гума глицеролови естери на дървесни смоли регулатор на киселинността лимонена киселина Concentrated juice концентриран сок от лайм Flavouring ароматизант антиоксидант аскорбинова киселина оцветител лутеин,https://cdn.metro-group.com/bg/bg_pim_263833001001_01.png?format=jpg&quality=80&dpi=72,,1046.027,0.036,0.029,0.015,61.4,61.2,,8.7
3800849236793,METRO Chef Ориз бланширан чувал 10 кг,10000 GRAM,METRO CHEF,Хранителни стоки > Пакетирани храни > Варива > Ориз,Ориз,https://cdn.metro-group.com/bg/bg_pim_350125001001_01.png?format=jpg&quality=80&dpi=72,,1556.0,1.0,,,,,,
3800849208059,METRO Chef Панко панировка 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Пакетирани храни > Брашно | Хранителни стоки > Нашите марки > Пакетирани храни > Брашно,ПШЕНИЧНО БРАШНО вода мая високо олеиново слънчогледово олио сол,https://cdn.metro-group.com/bg/bg_pim_335077001001_02.png?format=jpg&quality=80&dpi=72,,1150.0,3.9,0.7,7.3,52.6,1.5,,0.0
5011166055709,POGUES Уиски ирландско 40% 700 мл,700 GRAM,POGUES,Хранителни стоки > Напитки > Високоалкохолни напитки > Уиски,,https://cdn.metro-group.com/bg/bg_pim_289447001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3161911703385,Elle&Vire Сладкарска сметана 35% 1 л,1003 GRAM,ELLE & VIRE,Хранителни стоки > Млечни продукти и яйца > Масло и сметана > Сметана,СМЕТАНА МЛЯКО сгъстител: СУЛФАТНИ полизахариди,https://cdn.metro-group.com/bg/bg_pim_212528001001_01.png?format=jpg&quality=80&dpi=72,,1380.0,35.0,,,,,,
3800139143398,METRO Chef Микс сушени плодове 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Плодове и зеленчуци > Сушени плодове и зеленчуци > Сушени плодове,"Сушени сини сливи, сушени кайсии, сушени ябълки",https://cdn.metro-group.com/bg/bg_pim_274229001001_01.png?format=jpg&quality=80&dpi=72,,1399.9,0.7,0.1,3.4,73.8,46.8,,7.0
8445290870759,"Dolce Gusto ardenza капсули ( 30 x 6,5 г ) 195 г",195 GRAM,DOLCE GUSTO,"Хранителни стоки > Напитки > Кафе, чай и какао > Кафе капсули",,https://cdn.metro-group.com/bg/bg_pim_344546001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849235260,Fine Life Зелен грах буркан 680г,680 GRAM,FINE LIFE,Хранителни стоки > Консерви > Зеленцучи > Грах,градински грах вода сол,https://cdn.metro-group.com/bg/bg_pim_348089001001_01?format=jpg&quality=80&dpi=72,,306.0,0.7,0.1,5.4,2.8,2.6,,0.0
3800221709358,aro Салам телешки 1кг,1000 GRAM,ARO,Хранителни стоки > Нашите марки > Колбаси > Колбаси > Салам | Хранителни стоки > Колбаси > Колбаси > Салам,механично сепарирано птиче месо свинска кожа Вода Говеждо месо сложна съставка Стабилизатор Трифосфати Овкусител Подправки ЦЕЛИНА Глюкозен сироп Антиоксидант Аскорбинова киселина Регулатор на киселинността Лимонена киселина Емулгатор Калциеви фосфати нитритна сол сложна съставка сложна съставка Стабилизатор Трифосфати,https://cdn.metro-group.com/bg/bg_pim_302878001001_01.png?format=jpg&quality=80&dpi=72,,715.24,13.18,5.26,11.48,1.86,0.5,,10.0
4337182126126,METRO Chef Сушени домати 340г,340 GRAM,METRO CHEF,Хранителни стоки > Консерви > Зеленцучи > Кисели зеленчуци | Хранителни стоки > Нашите марки > Консерви > Зеленчуци > Кисели зеленчуци,рехидратирани сушени домати слънчогледово масло каперси захар сол ВИНЕН ОЦЕТ (СЪДЪРЖА СУЛФИТИ) свежи подправки регулатор на киселинността млечна киселина лимонена киселина антиоксидант аскорбинова киселина,https://cdn.metro-group.com/bg/bg_pim_331239001001_01.png?format=jpg&quality=80&dpi=72,,405.2,5.3,0.7,1.7,8.2,6.5,,920.0
5201080212092,"HELLMANN'S Кетчуп 4,8кг",4800 GRAM,HELLMANN'S,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Кетчуп",Вода доматена паста 23 0.05 бял винен оцет глюкозо-фруктозен сироп захар,https://cdn.metro-group.com/bg/bg_pim_344404001001_01.png?format=jpg&quality=80&dpi=72,,254.0,,,,,,,
3800226521634,METRO Chef Кашкавал БДС 750г,750 GRAM,METRO CHEF,Хранителни стоки > Нашите марки > Млечни Продукти и Яйца > Сирене и Кашкавал > Кашкавал | Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Кашкавал,"Краве МЛЯКО, стартерна култура, мая, сол, калциев хлорид.",https://cdn.metro-group.com/bg/bg_pim_287594001001_01.png?format=jpg&quality=80&dpi=72,,1485.0,27.0,19.0,28.0,0.6,0.6,,0.0
3800849235543,"METRO Chef Зеленчукова гарнитура замразена 2,5 кг",2500 GRAM,METRO CHEF,Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Зеленчукови миксове | Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Зеленчукови миксове,"Грах, морков кубче, царевица.",https://cdn.metro-group.com/bg/bg_pim_349647001001_01.png?format=jpg&quality=80&dpi=72,,305.0,,0.0,,,,,
4337182157755,aro Нахут 400г,400 GRAM,ARO,Хранителни стоки > Консерви > Зеленцучи > Бобени,нахут вода сол антиоксидант аскорбинова киселина,https://cdn.metro-group.com/bg/bg_pim_238171001001_01.png?format=jpg&quality=80&dpi=72,,507.0,2.5,0.3,7.2,14.0,0.0,,240.0
8000070098978,LAVAZZA Кафе Qualita Rossa 1500 г,1500 GRAM,LAVAZZA,"Хранителни стоки > Напитки > Кафе, чай и какао > Кафе на зърна",,https://cdn.metro-group.com/bg/bg_pim_340624001001_01?format=jpg&quality=80&dpi=72,,,,,,,,,
3800048308734,DANONE Заквасена сметана 380г,380 GRAM,DANONE,Хранителни стоки > Млечни продукти и яйца > Масло и сметана > Сметана,Краве МЛЯКО сметана жива закваска: Lactobacillus bulgaricus Streptococcus thermophilus.,https://cdn.metro-group.com/bg/bg_pim_310021001001_01.png?format=jpg&quality=80&dpi=72,,835.0,20.0,13.0,,3.0,2.0,,
54492790,Coca-Cola Газирана напитка череша PET 12 бр х 500 мл,,COCA-COLA,Хранителни стоки > Напитки > Безалкохолни напитки и вода > Кола,Вода фруктозо-глюкозен сироп въглероден диоксид оцветител фосфорна киселина естествени ароматизанти ароматизант кофеин,https://cdn.metro-group.com/bg/bg_pim_310139001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,11.3,,
5202429102463,"aro Черни маслини 260-290 2,5кг",2500 GRAM,ARO,Хранителни стоки > Консерви > Зеленцучи > Черни маслини | Хранителни стоки > Нашите марки > Консерви > Зеленчуци > Черни маслини,Черни маслини Вода Морска сол Ρυθμιστής οξύτητας Млечна киселина Σταθεροποιητής Феро глюконат,https://cdn.metro-group.com/bg/bg_pim_298752001001_01.png?format=jpg&quality=80&dpi=72,,702.7,16.5,2.1,1.4,2.0,0.0,,1000.0
3800232570107,Bebelan Трапезна вода 500мл,500 GRAM,БЕБЕЛАН,Хранителни стоки > За бебето и детето > Напитки,"Калоричност- 0 калории. Химичен състав на водата mg/l - F(флуорид) - 0.1, CL(Хлорид) - 0.5, Обща минераризация - 54mg/l, SO₄ (Сулфат) - 3.3, Ph - 7.54, Електропроводимост - 77.3, CO₃ - 2.00, NO₂ (Нитрит) - 0.05, NO₃ (Нитрат) - 0.84, NH₄ (Амоний) - 0.01, Na (Натрий) - 0.9, Mg (Магнезий) - 1.30, Ca (Калций) - 3.5",https://cdn.metro-group.com/bg/bg_pim_329366001001_01.png?format=jpg&quality=80&dpi=72,,0.0,0.0,0.0,0.0,0.0,0.0,,
3800078005757,Compass Свинско с боб 300г,300 GRAM,COMPASS,Хранителни стоки > Консерви > Ястия > Консервирано месо | Хранителни стоки > Консерви > Месо,Боб варен 37% свинско месо без кост 16% вода слъвчогледово растително масло ПШЕНИЧНО брашно доматено пюре кромид лук захар сол подправки.,https://cdn.metro-group.com/bg/bg_pim_349821001001_01.png?format=jpg&quality=80&dpi=72,,446.0,,,,,,,
4333465980966,RIOBA Кафе на зърна крема класик 1кг,1000 GRAM,RIOBA,"Хранителни стоки > Нашите марки > Напитки > Кафе, чай и какао > Кафе на зърна | Хранителни стоки > Напитки > Кафе, чай и какао > Кафе на зърна",Кафе зърна,https://cdn.metro-group.com/bg/bg_pim_307657001001_01.png?format=jpg&quality=80&dpi=72,,43.7,0.4,0.2,1.3,0.4,0.0,,0.0
18710438127871,"McCain Белгийска гофрета ( 24 х 90 г ) 2,16 кг",2160 GRAM,MCCAIN,Хранителни стоки > Замразени продукти > Полуготови ястия > Пица,Емулгатор ПШЕНИЧНО брашно СОЕВ лецитин маргарин (палмово кокосово и рапично масло) захар (18%) Вода ЯЙЦА добавена захар мая СОЕВО брашно сол естествен вкус.,https://cdn.metro-group.com/bg/bg_pim_345523001001_01.png?format=jpg&quality=80&dpi=72,,447.0,,,,,,,
4337182059974,aro Твърдо сирене люспи 500г,500 GRAM,ARO,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Твърдо сирене,МЛЯКО сол сирище с микробиален произход консервант ЛИЗОЗИМ,https://cdn.metro-group.com/bg/bg_pim_228342001001_01.png?format=jpg&quality=80&dpi=72,,1634.0,28.5,19.3,31.9,0.0,0.0,,600.0
8719200228450,RAMA PROFESSIONAL Готварски растителен продукт 15% 1л,1000 GRAM,RAMA PROFESSIONAL,Хранителни стоки > Млечни продукти и яйца > Масло и сметана > Сметана,"Вода, гума ксантан (Е415), модифицирано картофено нишесте (Е1442), полисорбат 60 (Е435), растително масло (15%), регулатори на киселинността – натриев цитрат (Е331), стабилизатор (Е461), СУРОВАТКА (70%).",https://cdn.metro-group.com/bg/bg_pim_225360001001_01.png?format=jpg&quality=80&dpi=72,,692.0,15.0,,,,,,
5948792058579,aro Суха паста ванилия с какаова глазура ( 18 бр x 50 г ) 900 г,900 GRAM,ARO,Хранителни стоки > Захарни и солени изделия > Кексове и кроасани | Хранителни стоки > Нашите марки > Захарни и солени изделия > Кексове и кроасани,"Растително нехидрогенирано палмово масло, захар кристална, сироп със захар, пшенично брашно, яйчен меланж, глюкозен сироп, вода, какао на прах 2. 7%, суроватка на прах, влагозадържащи агенти: сорбитол, глицерол, декстроза, емулгатори, моно- и диглицериди на мастни киселини, полиглицерол естери на мастни киселини, слънчогледов лецитин, растително памуково масло, трапезна сол, консервант: калиев сорбат, набухватели: натриев кисел пирофосфат, натриев бикарбонат, ароматизант:  ванилия, регулатор на киселинността: лимонена киселина киселина.",https://cdn.metro-group.com/bg/bg_pim_343287001001_01.png?format=jpg&quality=80&dpi=72,,1680.0,16.0,6.0,3.5,58.0,38.0,,
3800909204489,"METRO Chef Бял хляб тост 1,45кг",1450 GRAM,METRO CHEF,Хранителни стоки > Тестени изделия > Крекери и сухари,БЯЛО ПШЕНИЧНО БРАШНО вода слънчогледово масло мая сол подобрител за хляб БЯЛО ПШЕНИЧНО БРАШНО емулгатор моно- и диглицериди на мастни киселини бяла захар ензими консервант калциев пропионат антиоксидант аскорбинова киселина,https://cdn.metro-group.com/bg/bg_pim_336565001001_02.png?format=jpg&quality=80&dpi=72,,1181.0,2.85,0.16,8.33,55.82,7.83,,0.0
4337182041221,aro Моцарела бейби 1кг,1000 GRAM,ARO,Хранителни стоки > Нашите марки > Млечни Продукти и Яйца > Сирене и Кашкавал > Моцарела | Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Моцарела,ПАСТЬОРИЗИРАНО КРАВЕ МЛЯКО сирище с микробиален произход стартерна култура сол регулатор на киселинността лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_342998001001_01.png?format=jpg&quality=80&dpi=72,,1016.0,18.5,13.0,18.0,1.5,1.5,,160.0
5900820000011,"ЛАЧИАТЕ Мляко UHT 3,2% 1л",1000 GRAM,ЛАЧИАТЕ,Хранителни стоки > Млечни продукти и яйца > Мляко и млечни продукти > UHT мляко,"Краве МЛЯКО, стартерни млечнокисели култури",https://cdn.metro-group.com/bg/bg_pim_296350001001_02.png?format=jpg&quality=80&dpi=72,,253.0,,2.0,,,,,
3800206352036,RIOBA Топено Сирене натурално 3 бр 140 г,140 GRAM,RIOBA,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Пушено и топено сирене,"Пълномаслено твърдо сирене, 79% масло, емулгаторни соли : полифосфати и дифосфати, сол, сгъстител: желатин, натриев казеинат, МЛЯКО, регулатор на киселинност, лимонена киселина, консервант: калиев сорбат",https://cdn.metro-group.com/bg/bg_pim_155928002001_01.png?format=jpg&quality=80&dpi=72,,916.0,19.0,,10.0,,,,
3800234600321,"Bebelan Трапезна вода 1,5л",1500 GRAM,БЕБЕЛАН,Хранителни стоки > За бебето и детето > Напитки,"Химичен състав на водата mg/l - F(флуорид) - 0.1, Калоричност- 0 калории, CL(Хлорид) - 0.5, Обща минераризация - 54mg/l, Ph - 7.54, SO₄ (Сулфат) - 3.3, Електропроводимост - 77.3, CO₃ - 2.00, NO₂ (Нитрит) - 0.05, NO₃ (Нитрат) - 0.84, NH₄ (Амоний) - 0.01, Na (Натрий) - 0.9, Mg (Магнезий) - 1.30, Ca (Калций) - 3.5",https://cdn.metro-group.com/bg/bg_pim_329365001001_01.png?format=jpg&quality=80&dpi=72,,0.0,0.0,0.0,0.0,0.0,0.0,,
