code,product_name,quantity,brand,categories,ingredients,image_url,nutriscore_grade,energy_100g,fat_100g,saturated_fat_100g,proteins_100g,carbohydrates_100g,sugars_100g,fiber_100g,sodium_100g
4337182003489,aro Риба тон на ивици в олио 185г,185 GRAM,ARO,Хранителни стоки > Консерви > Морски дарове > Риба тон | Хранителни стоки > Нашите марки > Консерви > Морски дарове > Риба тон,SKIPJACK TUNA слънчогледово масло соли ИВИЧЕСТ ТОН слънчогледово масло соли,https://cdn.metro-group.com/bg/bg_pim_253697001001_01.png?format=jpg&quality=80&dpi=72,,807.0,12.7,1.7,19.6,0.0,0.0,,400.0
4017773062285,IL CARPINO Вино бяло Фраскати 750мл,750 GRAM,IL CARPINO,Хранителни стоки > Напитки > Вино > Бяло вино | Хранителни стоки > Нашите марки > Напитки > Вино > Бяло вино,Съдържа СУЛФИТИ,https://cdn.metro-group.com/bg/bg_pim_89177001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800081490373,BIOSET Галета 5кг,5000 GRAM,БИОСЕТ,Хранителни стоки > Пакетирани храни > Брашно,ПШЕНИЧНО брашно сол мая захар набухвател: натриев бикарбонат.,https://cdn.metro-group.com/bg/bg_pim_196809001001_01.png?format=jpg&quality=80&dpi=72,,1604.0,,,,,,,
3800849219703,METRO Chef Микро мизуна 250 г,250 GRAM,METRO CHEF,Хранителни стоки > Плодове и зеленчуци > Зеленчуци > Листовидни зеленчуци,,https://cdn.metro-group.com/bg/bg_pim_341330001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
38000849204372,METRO Chef Натурални крутони големи за салата 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Пакетирани храни > Брашно | Хранителни стоки > Нашите марки > Пакетирани храни > Брашно,БЯЛО ПШЕНИЧНО БРАШНО вода мая високо олеиново слънчогледово олио сол декстроза СОЕВО БРАШНО емулгатор натриев стеароил-2-лактилат консервант калциев пропионат сорбинова киселина антиоксидант аскорбинова киселина,https://cdn.metro-group.com/bg/bg_pim_329933001001_02.png?format=jpg&quality=80&dpi=72,,1207.0,4.5,2.3,7.3,52.6,2.7,,0.0
2857520000007,ХОТЕЛСКА МАРКА Луканков салам чоризо ~1кг,1000 GRAM,ХОТЕЛСКА МАРКА,Хранителни стоки > Колбаси > Колбаси > Шпек и луканка,,https://cdn.metro-group.com/bg/bg_pim_329131001001_01.png?format=jpg&quality=80&dpi=72,,1928.0,42.0,17.0,19.0,3.0,1.0,,
4333465951539,METRO Chef Млян бял пипер 180г,180 GRAM,METRO CHEF,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки",бял пипер,https://cdn.metro-group.com/bg/bg_pim_250735001001_01.png?format=jpg&quality=80&dpi=72,,1403.0,1.2,0.5,11.0,64.0,0.5,,0.0
8076808201293,Barilla Талиатели с яйца 450г,450 GRAM,BARILLA,"Хранителни стоки > Тестени изделия > Точени кори, тесто и паста > Паста","Твърда ПШЕНИЦА, грис, ЯЙЦА 19.",https://cdn.metro-group.com/bg/bg_pim_38111001001_02.png?format=jpg&quality=80&dpi=72,,1559.0,,,,66.0,3.0,,
4333465027173,METRO Chef Риган 101г,101 GRAM,METRO CHEF,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки",риган,https://cdn.metro-group.com/bg/bg_pim_169830001001_01.png?format=jpg&quality=80&dpi=72,,1044.0,3.4,0.8,8.6,24.0,5.6,,0.0
3800849207885,Fine Life Боя за яйца и сладкиши червена 3г,3 GRAM,FINE LIFE,Хранителни стоки > Тестени изделия > Торти и десерти > Декорация,оцветител карминова киселина емулгатор малтодекстрин,https://cdn.metro-group.com/bg/bg_pim_335079001003_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849210106,Fine Life Точени кори 500г,500 GRAM,FINE LIFE,Хранителни стоки > Тестени изделия > Крекери и сухари,БЯЛО ПШЕНИЧНО БРАШНО вода царевично нишесте сол калциев пропионат слънчогледово масло регулатор на киселинността лимонена киселина консервант калиев сорбат агент за обработка на брашно l-цистеин антиоксидант аскорбинова киселина,https://cdn.metro-group.com/bg/bg_pim_191090001001_02.png?format=jpg&quality=80&dpi=72,,1261.0,1.0,1.0,9.0,63.0,3.0,,0.0
2868220000006,БЕЛИИСА Кашкавал тост ~2кг,1000 GRAM,БЕЛИИСА,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Кашкавал,"Краве МЛЯКО, мая, закваска, сол, калциев двухлорид",https://cdn.metro-group.com/bg/bg_pim_340302001001_02.png?format=jpg&quality=80&dpi=72,,365.0,30.0,,24.0,,,,
3800849221973,METRO Chef Панчета слайс 500г,500 GRAM,METRO CHEF,"Хранителни стоки > Колбаси > Шунка, бекон и деликатеси > Бекон","Свински бут,  соли,  подправки",https://cdn.metro-group.com/bg/bg_pim_344088001001_01.png?format=jpg&quality=80&dpi=72,,1437.0,25.0,75.0,30.0,,,,
2871060000006,METRO Chef Предна четвърт на малко прасенце ~3кг,1000 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Месни продукти > Свинско,,https://cdn.metro-group.com/bg/bg_pim_220789001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800154100413,aro Газирана трапезна вода 12 бр x 500 мл,500 GRAM,ARO,Хранителни стоки > Нашите марки > Напитки > Вода и Безалкохолни напитки > Вода | Хранителни стоки > Напитки > Безалкохолни напитки и вода > Вода,деминерализирана вода въглероден диоксид натриев хлорид натриев бикарбонат,https://cdn.metro-group.com/bg/bg_pim_83840001001_01.png?format=jpg&quality=80&dpi=72,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3800849200459,METRO Chef Сурови бадеми 200г,200 GRAM,METRO CHEF,Хранителни стоки > Плодове и зеленчуци > Сурови ядки > Ядки,Сурови бадеми.,https://cdn.metro-group.com/bg/bg_pim_325499001001_01.png?format=jpg&quality=80&dpi=72,,2677.0,50.0,4.0,21.0,22.0,4.0,,0.0
3800849223700,METRO Chef Салам пикантен Наполи слайс 500г,500 GRAM,METRO CHEF,Хранителни стоки > Колбаси > Колбаси > Шпек и луканка | Хранителни стоки > Нашите марки > Колбаси > Колбаси > Шпек и луканка,"Свинско месо 95.34%,  соли,  декстроза,  подправки,  ароматизант,  антиоксидант: натриев аскорбат,  консервант: калиев нитрат,  натриев нитрит",https://cdn.metro-group.com/bg/bg_pim_344101001001_01.png?format=jpg&quality=80&dpi=72,,1416.0,27.0,10.0,24.0,,,,
4770608262662,whiskas Храна за котки избор на говача ( 4 х 85 г ) 340 г,340 GRAM,WHISKAS,Хранителни стоки > Домашни любимци > Котки > Храна,С говеждо птиче и зеленчуци - месо и животинскипродукти (34% включително 4% говеждо и 4% птиче в хапките*) зърнени култури зеленчуци (включително микс от изсушени грах и моркови 1% еквивалентно на микс от грах и моркови 4%) продукти срастителен произход минерали протеинови екстракти от зеленчуци различни захари *Хапките обикновено са 40% от продукта със сьомга и моркови - месо и животински продукти (32%) РИБА и РИБНИ продукти (включително 4% сьомга в хапките*) зърнени култури продукти с растителен произход зеленчуци (включително изсушени моркови 0.6% еквивалентно на моркови 4%) минерали протеинови екстракти от зеленчуци различни захари *Хапките обикновено са 40% от продукта Аналитични съставки (%): протеин: 7.3 съдържание на мазнини: 4.2 неорганична материя: 1.6 сурови влакнини:0.25 влага: 84.5 калций: 0.29 фосфор: 0.18. Добавки на kg: Хранителни добавки: Bитамин B₁: 27.3 mg Bитамин B₂: 1.4 mg Bитамин B₆: 4.5 mg Bитамин D₃:200 IU (Витамин D₃ не е добавен в РИБНИте вкусове) Tаурин: 620 mg Мед (Mеден (II) сулфат пентахидрат): 1.2 mg Йод (Калциев йодат безводен): 0.22 mg Желязо (Железен(II) сулфат монохидрат): 11.2 mg Манган (Манганов сулфат монохидрат): 2.2 mg Цинк (Цинков сулфат монохидрат): 16.2 mg / Сензорнидобавки: Аромат,https://cdn.metro-group.com/bg/bg_pim_338683001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3439495520668,FONTBREUIL Вино бяло 750 мл,750 GRAM,FONTBREUIL,Хранителни стоки > Напитки > Вино > Бяло вино,Съдържа СУЛФИТИ,https://cdn.metro-group.com/bg/bg_pim_349533001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
2873250000001,Агнешки French rack замразен ~2кг,1000 GRAM,NO BRAND,Хранителни стоки > Замразени продукти > Месни продукти > Телешко,Агнешки френч рак,https://cdn.metro-group.com/bg/bg_pim_346471001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3439495902112,METRO Chef Чедър слайс 10смх10см 500г,500 GRAM,METRO CHEF,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Други сирена,Пастьоризирано краве МЛЯКО (Произход: ЕС или Великобритания) сол МЛЕЧНИ ферменти оцветители: анато норбиксин-каротеноиди съсирващи ензими,https://cdn.metro-group.com/bg/bg_pim_340214001001_01.png?format=jpg&quality=80&dpi=72,,1663.0,33.0,22.0,24.0,2.0,,,
5941901300477,METRO Chef Хлебче за хамбургер със сусам 6 х 84 г,504 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Тестени изделия > Хляб,БЯЛО ПШЕНИЧНО БРАШНО питейна вода захар СЕМЕНА ОТ СУСАМ слънчогледово масло мая йодирана сол ПОДОБРИТЕЛ ЗА ХЛЯБ естери на моно- и диацетилна винена киселина с моно- и диглицериди на мастни киселини БЯЛО ПШЕНИЧНО БРАШНО аскорбинова киселина ензими,https://cdn.metro-group.com/bg/bg_pim_305492001001_01.png?format=jpg&quality=80&dpi=72,,1178.0,4.35,0.63,9.13,48.84,6.36,,480.0
8026924058646,"CA' ERNESTO Просеко Валдобиадене 11 % 0,75 л",750 GRAM,CA' ERNESTO,Хранителни стоки > Напитки > Вино > Пенливо бяло вино,,https://cdn.metro-group.com/bg/bg_pim_347335001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849206000,METRO Chef Едра леща 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Пакетирани храни > Варива > Леща | Хранителни стоки > Нашите марки > Пакетирани храни > Варива > Леща,,https://cdn.metro-group.com/bg/bg_pim_334311001001_02.png?format=jpg&quality=80&dpi=72,,1438.0,,,25.0,52.0,2.0,,
3800849212810,aro Салата тарама хайвер натурален 500г,500 GRAM,ARO,Хранителни стоки > Риба > Рибни деликатеси > Рибни деликатеси | Хранителни стоки > Нашите марки > Риба > Рибни деликатеси > Рибни Деликатеси,слънчогледово олио вода хайвер ХАЙВЕР ОТ ТРЕСКА сол захар галета ПШЕНИЧНО БРАШНО сол мая декстроза лук консервант калиев сорбат натриев бензоат регулатор на киселинността лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_338451001001_02.png?format=jpg&quality=80&dpi=72,,2171.0,53.44,5.35,2.99,8.4,3.61,,0.0
4018905026823,"METRO Chef Зелен грах 2,5кг",2500 GRAM,METRO CHEF,Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Бобени | Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Бобени,зелен грах,https://cdn.metro-group.com/bg/bg_pim_192813001001_01.png?format=jpg&quality=80&dpi=72,,294.1,0.3,0.1,5.2,9.0,3.1,,20.0
3800849220075,METRO Chef Гъби диворастящи - горски микс замразени 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Гъби | Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Гъби,"Манатарки, обикновена челядинка, пачи крак, жълта рогачка, тръбенка",https://cdn.metro-group.com/bg/bg_pim_344311001001_01.png?format=jpg&quality=80&dpi=72,,104.0,1.0,0.0,3.0,1.0,0.0,,0.0
3800102719032,БОРОВЕЦ Вафла с фъстъчен крем 630г,630 GRAM,БОРОВЕЦ,Хранителни стоки > Захарни и солени изделия > Вафли,"ФЪСТЪЧЕН крем 82% [захар, растителнo маслo (палмово), СУРОВАТЪЧЕН пермеат, какао на прах с намалено маслено съдържание, ФЪСТЪЦИ 5%, кокосови стърготини, ароматизант ванилин], ПШЕНИЧНО брашно, растителнo маслo (слънчогледово), емулгатор: СОЕВ лецитин, набухватели (натриев хидроген карбонат, амониев хидроген карбонат), сол.",https://cdn.metro-group.com/bg/bg_pim_267539001001_01.png?format=jpg&quality=80&dpi=72,,2001.0,21.0,10.0,,65.0,38.0,,
8717591517696,Seacon Скариди без глава 16/20 800г,800 GRAM,SEACON,Хранителни стоки > Замразени продукти > Риба и морски дарове > Ракообразни,90% СКАРИДИ с бели крака:(РАКООБРАЗНИ) 8% вода сол стабилизатори:(E451 E452),https://cdn.metro-group.com/bg/bg_pim_331102001001_01.png?format=jpg&quality=80&dpi=72,,294.0,,,16.0,0.0,0.0,,
3800849217822,METRO Chef Черен пипер на зърна 1кг,1000 GRAM,METRO CHEF,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки",Черен пипер.,https://cdn.metro-group.com/bg/bg_pim_341668001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849212506,Fine Life Розова тарама 200г,200 GRAM,FINE LIFE,Хранителни стоки > Риба > Рибни деликатеси > Рибни деликатеси,слънчогледово масло вода ХАЙВЕР ОТ ТРЕСКА галета БЯЛО ПШЕНИЧНО БРАШНО мая декстроза сол СОЕВО БРАШНО сол ароматизант течен пушек оцветител карминова киселина регулатор на киселинността лимонена киселина консервант калиев сорбат натриев бензоат,https://cdn.metro-group.com/bg/bg_pim_336613001001_02.png?format=jpg&quality=80&dpi=72,,2233.0,49.6,6.6,1.34,22.1,0.1,,0.0
3800222354052,САЛАТИНА Слънчогледово олио 6 бр 1л,1000 GRAM,САЛАТИНА,"Хранителни стоки > Пакетирани храни > Олио, оцет и маслиново масло > Слънчогледово олио",Рафинирано слънчогледово масло (олио).,https://cdn.metro-group.com/bg/bg_pim_294698001002_01.png?format=jpg&quality=80&dpi=72,,3404.0,92.0,9.0,0.0,0.0,0.0,,
3000003236984,Кромид лук 40/60 10кг,10000 GRAM,,Хранителни стоки > Плодове и зеленчуци > Зеленчуци > Луковици,,https://cdn.metro-group.com/bg/bg_pim_326274001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800057702158,VITAL Горчица 970г,970 GRAM,VITAL,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Горчица","Вода, слънчогледово масло, модифицирано нишесте, захар, СИНАПЕНО БРАШНО -4%, оцет, йодирана сол, регулатор на киселинността: лимонена киселина, стабилизатори: гума гуар, ксантан, консерванти: калиев сорбат, натриев бензоат, ароматизант: ГОРЧИЦА, натурален оцветител: татразин (може да има неблагоприятни последици върху дейността и вниманието при децата).",https://cdn.metro-group.com/bg/bg_pim_118711001001_01.png?format=jpg&quality=80&dpi=72,,605.0,,,,,4.0,,
3800020436721,KitKat Десерт бял 24 бр x 40 г,40 GRAM,KITKAT,Хранителни стоки > Захарни и солени изделия > Шоколад,какаова маса Захар МЛЕЧНА мазнина растителни мазнини (палмова ший) набухвател (натриеви карбонати) естествен ароматизант ПШЕНИЧЕНО брашно Може да съдържа ФЪСТЪЦИ обезмаслено МЛЯКО на прах ДРУГИ ЯДКИ. СУРОВАТЪЧЕН пермеат на прах глюкозен сироп нискомаслено какао на прах емулгатор (лецитини) какаово масло,https://cdn.metro-group.com/bg/bg_pim_265254001001_01.png?format=jpg&quality=80&dpi=72,,2182.0,,,,,,,
8000500390306,nutella Бисквити 193г,193 GRAM,NUTELLA,Хранителни стоки > Захарни и солени изделия > Бисквити,"ЛЕШНИКОВО- какаов крем 40% (захар, палмово масло, ЛЕШНИЦИ 13%), обезмаслено МЛЯКО на прах (8. 7%), нискомаслено какао на прах (7. 4%), емулгатор: лецитини: СОЯ, ванилин, ПШЕНИЧНО брашно (32. 5%), растителни мазнини (палма, палмова ЯДКА), тръстикова захар 8. 5% (съдържа ПШЕНИЦА), ЛАКТОЗА, ПШЕНИЧНИ трици, пълномаслено МЛЯКО на прах, мед, набухватели (динатриев дифосфат, натриев хидрогенкарбонат, амониев хидрогенкарбонат), брашно от ЕЧЕМИЧЕН малц, нискомаслено какао на прах, сол, екстракт от ЕЧЕМИЧЕН малц и царевица на прах, ПШЕНИЧНО нишесте, емулгатор: лецитини (СОЯ), ванилин, отговаря на 5. 2% ЛЕШНИЦИ, 3. 5% обезмаслено МЛЯКО на прах и 3% нискомаслено какао на прах в крайния продукт, може да съдържа СИНАП.",https://cdn.metro-group.com/bg/bg_pim_339485001001_02.png?format=jpg&quality=80&dpi=72,,2158.0,,,,64.0,,,
3800205535157,ОЛИНЕЗА Салатен микс 5% 5л,5000 GRAM,ОЛИНЕЗА,"Хранителни стоки > Пакетирани храни > Олио, оцет и маслиново масло > Други","Смес от рафинирано слънчогледово масло 95%, маслиново масло Екснра Върджин 5%, ароматизант: маслина",https://cdn.metro-group.com/bg/bg_pim_287836001001_01.png?format=jpg&quality=80&dpi=72,,3404.0,92.0,11.0,,,,,
3800202760231,KRINA Фина йодирана сол 10 бр х 1 кг,1000 GRAM,КРИНА,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Сол",Натриев хлорид калиев йодат 28-55mg/kg Антислепващ агент: Е536.,https://cdn.metro-group.com/bg/bg_pim_180122001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800232896009,iQ Вафлени пури с какао-лешников крем 135г,135 GRAM,IQ,Хранителни стоки > Захарни и солени изделия > Вафли,"Ванилин ароматизанти, може да съдържа следи от ПШЕНИЧНИ протеини вафла: 40% ПШЕНИЧНО брашно (ГЛУТЕН) ароматизанти ЯЙЦА захар ФЪСТЪЦИ фруктоза сол диетични фибри (инулин) ЯДКИ или СУСАМОВО семе какао на прах 1% глюкозен  сироп какаов крем с лещници 60% захар обезмаслено МЛЯКО на прах маслен концентрат растителна мазнина (палмова палмово масло от памучно семе) суроватка на прах оцветител (карамел обикновен) какао на прах (10- 12% масленост) 6% лещници 2% емулгатор емулгатори: (соритан тристеарат СОЕВ лецитин) СОЕВ лецитин.",https://cdn.metro-group.com/bg/bg_pim_345454001001_01.png?format=jpg&quality=80&dpi=72,,1998.0,,,,,,,
3800849214302,Fine Life Студено пушено филе херинга 500г,500 GRAM,FINE LIFE,Хранителни стоки > Риба > Рибни деликатеси > Пушена риба,ФИЛЕ ОТ ХЕРИНГА Консервант едра сол дим от буково дърво,https://cdn.metro-group.com/bg/bg_pim_339361001001_02.png?format=jpg&quality=80&dpi=72,,683.0,8.6,2.4,21.5,0.5,0.5,,0.0
5998985571033,"aro Мляко краве UHT 1,5 % 1л",1000 GRAM,ARO,Хранителни стоки > Нашите марки > Млечни Продукти и Яйца > Мляко и млечни продукти > UHT Мляко | Хранителни стоки > Млечни продукти и яйца > Мляко и млечни продукти > UHT мляко,Краве мляко.,https://cdn.metro-group.com/bg/bg_pim_340756001001_01.png?format=jpg&quality=80&dpi=72,,193.0,,1.0,,,,,
3800849212803,aro Салата тарама хайвер с пушена сьомга 500г,500 GRAM,ARO,Хранителни стоки > Риба > Рибни деликатеси > Рибни деликатеси | Хранителни стоки > Нашите марки > Риба > Рибни деликатеси > Рибни Деликатеси,слънчогледово олио вода хайвер ХАЙВЕР ОТ ТРЕСКА сол захар галета ПШЕНИЧНО БРАШНО сол мая декстроза ПУШЕНА СЬОМГА лук консервант калиев сорбат натриев бензоат регулатор на киселинността лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_338447001001_02.png?format=jpg&quality=80&dpi=72,,1932.0,52.0,10.0,2.1,8.2,3.0,,0.0
3800012193113,ОЛИНЕЗА Лютеница домашна 260г,260 GRAM,ОЛИНЕЗА,Хранителни стоки > Консерви > Зеленцучи > Лютеница,"Доматено пюре, печени пиперки, печени патладжани, моркови, рафинирано слънчогледово масло, захар, вода, сол, смес от подправки в променливо съотношение: чесън, къри, капсикум 0. 5%, царевично нишесте",https://cdn.metro-group.com/bg/bg_pim_324445001001_04.png?format=jpg&quality=80&dpi=72,,619.0,,1.0,,16.0,11.0,,
3800748002321,"ВЕРЕЯ Кисело мляко 4,5% 400 г",400 GRAM,ВЕРЕЯ,Хранителни стоки > Млечни продукти и яйца > Мляко и млечни продукти > Кисело мляко,Краве МЛЯКО закваска,https://cdn.metro-group.com/bg/bg_pim_335685001001_02.png?format=jpg&quality=80&dpi=72,,,,,,,,,
4337182207061,Fine Life Кори за лазаня 500 г,500 GRAM,FINE LIFE,"Хранителни стоки > Тестени изделия > Точени кори, тесто и паста > Паста",Γрис от твърда ПШЕНИЦА,https://cdn.metro-group.com/bg/bg_pim_347287001001_01.png?format=jpg&quality=80&dpi=72,,1516.0,1.5,0.4,12.5,72.0,3.0,,10.0
3800849212827,aro Салата тарама хайвер с чесън и копър 500г,500 GRAM,ARO,Хранителни стоки > Риба > Рибни деликатеси > Рибни деликатеси | Хранителни стоки > Нашите марки > Риба > Рибни деликатеси > Рибни Деликатеси,слънчогледово олио вода хайвер ХАЙВЕР ОТ ТРЕСКА сол захар галета ПШЕНИЧНО БРАШНО сол мая декстроза чесън копър консервант калиев сорбат натриев бензоат регулатор на киселинността лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_338452001001_02.png?format=jpg&quality=80&dpi=72,,2171.0,55.0,5.35,2.0,2.5,3.0,,0.0
4337182232810,METRO Chef Ориз Арборио за 5кг,5000 GRAM,METRO CHEF,Хранителни стоки > Пакетирани храни > Варива > Ориз,ориз арборио,https://cdn.metro-group.com/bg/bg_pim_287351001001_01.png?format=jpg&quality=80&dpi=72,,1489.6,1.3,0.4,6.9,77.0,0.3,,0.8
3800209300683,aro Смес блок 2кг,2000 GRAM,ARO,Хранителни стоки > Млечни продукти и яйца > Масло и сметана > Маргарин,МАСЛО Палмова мазнина Вода,https://cdn.metro-group.com/bg/bg_pim_137885001001_01.png?format=jpg&quality=80&dpi=72,,3056.1,82.0,45.0,0.7,0.6,0.0,,0.0
3800037600344,METRO Chef Замразена коприва соло 600гр,600 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Листовидни зеленчуци,Коприва стрък-соло замразена,https://cdn.metro-group.com/bg/bg_pim_222163001001_01.png?format=jpg&quality=80&dpi=72,,176.0,0.0,0.0,3.0,5.0,,,
2800220000006,Пилешко бонфиле замразено ~10кг,1000 GRAM,NO BRAND,Хранителни стоки > Замразени продукти > Месни продукти > Пилешко,Пилешко бонфиле,https://cdn.metro-group.com/bg/bg_pim_346419001001_01?format=jpg&quality=80&dpi=72,,,,,,,,,
8711576263875,aro LUNGO Кафе капсули ( 100 х 5 г ) 500 г,500 GRAM,ARO,"Хранителни стоки > Напитки > Кафе, чай и какао > Кафе капсули",кафе,https://cdn.metro-group.com/bg/bg_pim_338748001001_02.png?format=jpg&quality=80&dpi=72,,5.1,0.0,0.0,0.2,0.1,0.1,,1.0
4337182044291,"METRO Chef PASSATA Доматено пюре 2,5кг",2500 GRAM,METRO CHEF,Хранителни стоки > Нашите марки > Консерви > Зеленчуци > Домати | Хранителни стоки > Консерви > Зеленцучи > Домати,домати регулатор на киселинността лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_214037001001_01.png?format=jpg&quality=80&dpi=72,,156.0,0.1,0.0,1.8,5.9,4.57,,16.0
2810680000003,Розови домати клас 1,1000 GRAM,,Хранителни стоки > Плодове и зеленчуци > Зеленчуци > Домати,,https://cdn.metro-group.com/bg/bg_pim_166241001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800001600530,RIOBA Натурална минерална вода галон 19л,19000 GRAM,RIOBA,Хранителни стоки > Напитки > Безалкохолни напитки и вода > Вода,Минерална вода,https://cdn.metro-group.com/bg/bg_pim_206384001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849207649,aro Галета 1кг,1000 GRAM,ARO,Хранителни стоки > Пакетирани храни > Брашно | Хранителни стоки > Нашите марки > Пакетирани храни > Брашно,БЯЛО ПШЕНИЧНО БРАШНО мая Сол,https://cdn.metro-group.com/bg/bg_pim_312152001001_01.png?format=jpg&quality=80&dpi=72,,1045.1,1.7,0.5,5.6,51.0,1.5,,0.0
3800849221171,Fine Life Юфка 400г,400 GRAM,FINE LIFE,"Хранителни стоки > Тестени изделия > Точени кори, тесто и паста > Паста",ПШЕНИЧЕН ГРИС вода,https://cdn.metro-group.com/bg/bg_pim_343796001001_01.png?format=jpg&quality=80&dpi=72,,356.0,0.94,0.09,9.78,76.98,5.76,,0.0
5290093000895,PETROU Халуми 200г,200 GRAM,PETROU,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Други сирена,"Краве, овче, козе МЛЯКО, сол, микробиално сиреще, мента.",https://cdn.metro-group.com/bg/bg_pim_292192001001_01.png?format=jpg&quality=80&dpi=72,,1331.0,25.0,6.0,22.0,,,,
3800849228576,METRO Chef Пудра захар 5кг,5000 GRAM,METRO CHEF,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Захар за готвене",бяла захар модифицирано царевично нишесте,https://cdn.metro-group.com/bg/bg_pim_346101001001_01.png?format=jpg&quality=80&dpi=72,,1695.0,0.0,0.0,0.0,99.7,99.7,,0.0
4333465026206,METRO Chef Риган 37г,37 GRAM,METRO CHEF,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки",риган,https://cdn.metro-group.com/bg/bg_pim_169824001001_01.png?format=jpg&quality=80&dpi=72,,1044.0,3.4,0.8,8.6,24.0,5.6,,0.0
3800771404031,СЛАДЕЯ Бяла кристална захар 10 бр х 1 кг,1000 GRAM,СЛАДЕЯ,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Бяла захар",Бяла кристална захар,https://cdn.metro-group.com/bg/bg_pim_322409001005_01.png?format=jpg&quality=80&dpi=72,,1695.0,,,,,,,
3800849215736,METRO Chef Сирене за печене и пържене 800г,800 GRAM,METRO CHEF,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Сирене | Хранителни стоки > Нашите марки > Млечни Продукти и Яйца > Сирене и Кашкавал > Сирене,,https://cdn.metro-group.com/bg/bg_pim_338809001001_02.png?format=jpg&quality=80&dpi=72,,1235.0,24.0,,19.0,,,,
3800849223724,METRO Chef Рикота 500г,500 GRAM,METRO CHEF,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Меки сирена | Хранителни стоки > Нашите марки > Млечни Продукти и Яйца > Сирене и Кашкавал > Меки Сирена,СУРОВАТКА КРАВЕ МЛЯКО регулатор на киселинността млечна киселина,https://cdn.metro-group.com/bg/bg_pim_257870001001_01.png?format=jpg&quality=80&dpi=72,,614.0,12.0,8.0,7.0,3.0,3.0,,0.0
3800849239442,METRO Chef Броколи 10кг,10000 GRAM,METRO CHEF,"Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Зеле, карфиол и броколи | Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Зеле, карфиол и броколи",Броколи.,https://cdn.metro-group.com/bg/bg_pim_285847001001_01?format=jpg&quality=80&dpi=72,,177.0,,0.0,,,,,
3800849214715,Fine Life Гюбек от краве мляко с поръска 500 г,500 GRAM,FINE LIFE,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Кашкавал,КРАВЕ МЛЯКО йодирана сол смес от подправки млян червен пипер чубрица калциев хлорид МЛЕЧНОКИСЕЛА ЗАКВАСКА мая,https://cdn.metro-group.com/bg/bg_pim_337838001001_02.png?format=jpg&quality=80&dpi=72,,1330.0,24.0,18.0,23.0,3.0,3.0,,0.0
