code,product_name,quantity,brand,categories,ingredients,image_url,nutriscore_grade,energy_100g,fat_100g,saturated_fat_100g,proteins_100g,carbohydrates_100g,sugars_100g,fiber_100g,sodium_100g
4333465079066,"METRO Chef Бишкоти 1,6кг",1600 GRAM,METRO CHEF,Хранителни стоки > Захарни и солени изделия > Бисквити | Хранителни стоки > Нашите марки > Захарни и солени изделия > Бисквити,ПШЕНИЧНО БРАШНО захар ЦЕЛИ ЯЙЦА натурален ароматизант salt набухвател амониев бикарбонат натриев бикарбонат,https://cdn.metro-group.com/bg/bg_pim_196866001001_01.png?format=jpg&quality=80&dpi=72,,1603.0,3.3,1.0,7.9,78.3,49.4,,80.0
3800849229146,METRO Chef Чистен Октопод 8% 3/4кг,1000 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Риба и морски дарове > Мекотели | Хранителни стоки > Нашите марки > Замразени продукти > Риба и морски дарове > Мекотели,ОКТОПОД (OCTOPUS VULGARIS) osmosis water,https://cdn.metro-group.com/bg/bg_pim_316550001001_01.png?format=jpg&quality=80&dpi=72,,380.0,1.4,0.3,17.9,1.4,0.0,,360.0
7622201389482,7 DAYS Кроасан max какао 92г,92 GRAM,7 DAYS,Хранителни стоки > Захарни и солени изделия > Кексове и кроасани,ПШЕНИЧНО брашно слънчогледово памуково растителни масла (палмово рапично) глюкозо - фруктозен сироп мая сол стабилизатор (моно - и диглицериди на мастни киселини) ванилин регулатор на киселинност (лимонена киселина) консервант (калциев пропионат 0.1%) какаов пълнеж 28%: палмова мазнина глюкозен сироп обезмаслено МЛЯКО на прах захар нискомаслено какао на прах 7% етилов алкохол емулгатор (полиглицеролови естери на мастни киселини) ванилин.,https://cdn.metro-group.com/bg/bg_pim_350015001001_01.png?format=jpg&quality=80&dpi=72,,1902.0,28.0,14.0,6.0,,16.0,,
3800849202255,"aro Консерва за кучета с месо 1,24кг",1240 GRAM,ARO,Хранителни стоки > Нашите марки > Домашни любимци > Кучета > Храна,месо и месни субпродукти зърнени култури вода суб продукти от растителен произход говеждо месо минерали,https://cdn.metro-group.com/bg/bg_pim_330876001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
4337125008250,METRO Chef Манго узряло,1000 GRAM,METRO CHEF,Хранителни стоки > Плодове и зеленчуци > Плодове > Екзотични плодове,,https://cdn.metro-group.com/bg/bg_pim_153503001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
7622210148483,OREO Бисквити двоен крем 157г,157 GRAM,OREO,Хранителни стоки > Захарни и солени изделия > Бисквити,"Захар, ПШЕНИЧНО брашно, палмово масло, рапично масло, ПШЕНИЧЕНО нишесте, нискомаслено какао на прах 3, 0, 05, глюкозо-фруктозен сироп, набухватели (калиеви карбонати, амониеви карбонати, натриеви карбонати), сол, емулгатори (СОЕВ лецитин, слънчогледов лецитин), ароматизант.",https://cdn.metro-group.com/bg/bg_pim_295360001001_01.png?format=jpg&quality=80&dpi=72,,2071.0,22.0,,,68.0,43.0,,
2851640000008,Кефал 500-1000кг,1000 GRAM,NO BRAND,Хранителни стоки > Риба > Прясна риба > Соленоводна риба,пилешко филе от гърди,https://cdn.metro-group.com/bg/bg_pim_269776001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849230685,Fine Life Зелени маслини Каламата 680г,680 GRAM,FINE LIFE,Хранителни стоки > Консерви > Зеленцучи > Зелени маслини,"Маслини каламата, питейна вода, вакуум изпарена сол, WINE VINEGAR.",https://cdn.metro-group.com/bg/bg_pim_346133001001_01.png?format=jpg&quality=80&dpi=72,,955.0,24.0,4.6,1.4,0.5,0.3,,1400.0
38075102305,GOLD NAPOLEON Бренди голд 40% 700мл,700 GRAM,GOLD NAPOLEON,Хранителни стоки > Напитки > Високоалкохолни напитки > Ракия и бренди,,https://cdn.metro-group.com/bg/bg_pim_311846001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800047718060,AEA Зърнен Крънч 160г,160 GRAM,AEA,Хранителни стоки > Захарни и солени изделия > Солети и крекери,"Бяло ПШЕНИЧНО брашно, зехтин 15%, СУСАМОВО СЕМЕ 12%, бяло вино, ЛЕНЕНО СЕМЕ 2.5, сол 2%.",https://cdn.metro-group.com/bg/bg_pim_264150001001_01.png?format=jpg&quality=80&dpi=72,,1976.0,17.0,3.0,11.0,66.0,,,
2504369031289,METRO Chef Чистен Октопод 8% 2/3кг,1000 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Риба и морски дарове > Мекотели | Хранителни стоки > Нашите марки > Замразени продукти > Риба и морски дарове > Мекотели,ОКТОПОД (OCTOPUS VULGARIS) osmosis water,https://cdn.metro-group.com/bg/bg_pim_316549001001_01.png?format=jpg&quality=80&dpi=72,,380.0,1.4,0.3,17.9,1.4,0.0,,360.0
2870870000008,МЕС-КО Говежда пъстърма ~1 кг,1000 GRAM,МЕС-КО,"Хранителни стоки > Колбаси > Шунка, бекон и деликатеси > Шунка","Говеждо месо 100%, сол, декстроза, подправки, екстракти от подправки, антиоксиданти: натриев аскорбат, натриев изоаскорбат, консервант: натриев нитрит",https://cdn.metro-group.com/bg/bg_pim_343625001001_01.png?format=jpg&quality=80&dpi=72,,760.0,1.5,0.5,38.0,2.8,0.7,,
3870085020449,MEGGLE Сметана за готвене 10% 200мл,200 GRAM,MEGGLE,Хранителни стоки > Млечни продукти и яйца > Масло и сметана > Сметана,сметана с 10% МЛЕЧНА мазнина модифицирано царевично нишесте емулгатор: моно и диглицериди на мастна киселина сгъстител карагенан.,https://cdn.metro-group.com/bg/bg_pim_328616001001_01.png?format=jpg&quality=80&dpi=72,,485.0,10.0,,3.0,,,,
3800232942102,Риба меч котлет ~1кг,1000 GRAM,NO BRAND,Хранителни стоки > Замразени продукти > Риба и морски дарове > Соленоводна риба,РИБА меч котлет,https://cdn.metro-group.com/bg/bg_pim_348287001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
33800061605620,ПРЕСТИЖ Роден край обикновени нетунквани бисквити 3 бр x 120 г,120 GRAM,ПРЕСТИЖ,Хранителни стоки > Захарни и солени изделия > Бисквити,ПШЕНИЧНО брашно – 70% захар нехидрогенирана растителна мазнина (палмова) суроватка на прах регулатор на киселинността - лимонена киселина сол набухватели (натриев бикарбонат амониев бикарбонат кисел натриев пирофосфат) емулгатор (рапичен лецитин) агент за обработка на брашна (натриев метабиСУЛФИТ) ванилов ароматизант.,https://cdn.metro-group.com/bg/bg_pim_335620001003_02.png?format=jpg&quality=80&dpi=72,,429.0,,,,,17.0,,
3800029101149,MANHATTAN Сладолед хит класик 50г,50 GRAM,MANHATTAN,Хранителни стоки > Замразени продукти > Сладолед и лед > Сладоледи на клечка,"Възстановено обезмаслено МЛЯКО, какаова глазура (22%), растителни масла (кокосово, палмово), захар, нискомаслено какао на прах (2%), емулгатор (СОЕВ лецитин), ароматизант, вода, захар, кокосово масло, глюкозен сироп, СУРОВАТКА на прах (от МЛЯКО), емулгатор (моно- и диглицериди на мастни киселини), стабилизатори (гума гуар, гума локус бийн, преработени водорасли), ароматизанти.",https://cdn.metro-group.com/bg/bg_pim_206437001001_01.png?format=jpg&quality=80&dpi=72,,1217.0,19.0,16.0,,28.0,26.0,,
3800052399216,СТАРОПРАМЕН Бира 6 бр 1 л,1000 GRAM,СТАРОПРАМЕН,Хранителни стоки > Напитки > Бира и сайдер > Бира,"Вода, ЕЧЕМИЧЕН малц, пивоварен ЕЧЕМИК, хмел",https://cdn.metro-group.com/bg/bg_pim_161664001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849226411,Fine Life Елда печена белена 400г,400 GRAM,FINE LIFE,Хранителни стоки > Пакетирани храни > Варива > Житни култури,,https://cdn.metro-group.com/bg/bg_pim_349097001001_01.png?format=jpg&quality=80&dpi=72,,1554.0,,,,,,,
2823250000006,Бял лук,1000 GRAM,,Хранителни стоки > Плодове и зеленчуци > Зеленчуци > Луковици,,https://cdn.metro-group.com/bg/bg_pim_70712001001_01?format=jpg&quality=80&dpi=72,,,,,,,,,
7290015761369,Ядлив цвят микс,100 GRAM,NO BRAND,Хранителни стоки > Плодове и зеленчуци > Зеленчуци > Свежи подправки,ядливи цветя,https://cdn.metro-group.com/bg/bg_pim_298563001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800202648607,MAESTRO Бекон слайс 400г,400 GRAM,MAESTRO,"Хранителни стоки > Колбаси > Шунка, бекон и деликатеси > Бекон",Свинско месо от гърди трапезна сол с консервант натриев нитрит подправки глюкозен сироп сгъстител карагенан стабилизатор дифосфати антиоксидант  натриев аскорбат. Без ГМО и ГЛУТЕН.,https://cdn.metro-group.com/bg/bg_pim_192024001001_01.png?format=jpg&quality=80&dpi=72,,1366.0,,,14.0,,,,
4337182143406,aro Бебешки мокри кърпи Classic 4x72бр,1436 GRAM,ARO,Нехранителни стоки > За децата > Грижа за бебето > Пелени | Нехранителни стоки > За децата > Детска Стая и аксесоари > Столове за кола | Хранителни стоки > Нашите марки > За Бебето и Детето > Грижа за бебето > Пелени,"Вода, пег-7 глицерил кокоат, токоферол (и) хидрогенирани палмови глицериди цитрат, д-пантенол, полисорбат 20, динатриев лаурет сулфосукцинат, диметикон, пропиленгликол, феноксиетанол, етилхексилглицерин, тетранатриев едта, парфюм",https://cdn.metro-group.com/bg/bg_pim_321681001001_04.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849219895,"Fine Life Алкална изворна вода 6 бр 1,5 л",,FINE LIFE,Хранителни стоки > Напитки > Безалкохолни напитки и вода > Вода,изворна вода,https://cdn.metro-group.com/bg/bg_pim_343579001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,5.763
3800089109734,Lagarde Млечна питка за бургер ( 6 х 80 г ) 480 г,480 GRAM,LAGARDE,Хранителни стоки > Замразени продукти > Тестени изделия > Хляб,"ПШЕНИЧНО брашно тип 500 - 55% вода КРАВЕ КИСЕЛО МЛЯКО - 8 0,02 подобрител - 6 6% / бяло ПШЕНИЧНО брашно сол ГЛУТЕН пълномаслено СОЕВО брашно емулгатори: моно- и диглицериди на мастни киселини (Е471) естери на моно- и диацетил на винена киселина с моно- и диглицериди на мастни киселини (Е472е) натриев старил-2-лактат (Е481) комплекс ензими антиоксидант: аскорбинова киселина (Е300) растителна мазнина - маргарин за кремове и печива 5 5% /рафинирано растително масло 80% (палмово слънчогледово кокосово масло) вода емулгатори: (моно- и диглицериди на мастни киселини) сол 0 0,15 ароматизант/ мая захар кокоши ЯЙЦА.",https://cdn.metro-group.com/bg/bg_pim_306745001001_01.png?format=jpg&quality=80&dpi=72,,1306.0,,,,,,,
2867230000006,"METRO Chef Синьо сирене пита ~2,5кг",1000 GRAM,METRO CHEF,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Синьо сирене,Пастьоризирано МЛЯКО сол сирищен ензим от микробиологичен произход стабилизатор: калциев хлорид МЛЕЧНОКИСЕЛИ стартерни култури.,https://cdn.metro-group.com/bg/bg_pim_338717001001_02.png?format=jpg&quality=80&dpi=72,,1612.0,33.0,21.0,23.0,0.0,0.0,,
2801920000006,КЕН Биренка ~1кг,1000 GRAM,КЕН,Хранителни стоки > Колбаси > Колбаси > Наденици и кренвирши,Свинско месо сланина свински колаген вода сол скорбяла грахови фибри свински протеин смес от подправки и екстракти от подправки ГОРЧИЦА /СИНАП/ ЦЕЛИНА захар малтодекстрин трансглутаминаза овкусител: мононатриев глутамат стабилизатори: ди- и трифосфати антиоксиданти: аскорбинова киселина натриев ериторбат консервант: натриев нитрит оцветител: кармин.,https://cdn.metro-group.com/bg/bg_pim_285250001001_01.png?format=jpg&quality=80&dpi=72,,991.0,20.0,11.0,14.0,,,,
8718969321921,Seacon Салата гома уакаме 1кг,1000 GRAM,SEACON,"Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Зеле, карфиол и броколи",80% морски водорасли 20% подправки: царевичен сироп черни гъби сгъстители: агар агар вода СУСАМОВО олио захар СУСАМ оцет сол черен пипер сгъстител: Е420 оцветители: Е102 Е133.,https://cdn.metro-group.com/bg/bg_pim_329116001001_01.png?format=jpg&quality=80&dpi=72,,445.0,,,2.0,,,,
3800081400815,BIOSET Подправка за риба 3 бр х 40 г,40 GRAM,БИОСЕТ,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки",Сол кориандър лук магданоз девесил черен пипер овкусител: лимонена киселина къри (кимион куркума червен пипер джинджифил чесън СИНАП) царевично нишесте,https://cdn.metro-group.com/bg/bg_pim_89385001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
33800008626565,ПОБЕДА Вафлен десерт с портокал и фъстъци 75г,75 GRAM,ПОБЕДА,Хранителни стоки > Захарни и солени изделия > Вафли,"Захар, ПШЕНИЧНО БРАШНО, растително масло (палмово), ПЕЧЕНИ ФЪСТЪЧЕНИ ЯДКИ  14%, частично хидрогенирано растително масло (палмово и СОЕВО в променливо съотношение), СУХА МЛЕЧНА СУРОВАТКА, ОБЕЗМАСЛЕНО СУХО МЛЯКО, какао на прах, портокалови парченца 2% (ябълково пюре, портокалов сок, влагозадържащ агент: глицерол,  фруктозо – глюкозен сироп, глюкозен сироп), ПШЕНИЧНИ ФИБРИ, захар, оризово нишесте, растително масло (палмово), желиращ агент: пектин, регулатор на киселинноста: лимонена киселина, антиоксидант: аскорбинова киселина.",https://cdn.metro-group.com/bg/bg_pim_271011001001_01.png?format=jpg&quality=80&dpi=72,,2259.0,32.0,15.0,,54.0,36.0,,
3800082911181,ЗЛАТНА ДОБРУДЖА Солети ( 30 x 60 г ) 1800 г,1800 GRAM,ЗЛАТНА ДОБРУДЖА,Хранителни стоки > Захарни и солени изделия > Солети и крекери,ПШЕНИЧНО брашно т.500 вода питейна мазнина растителна захар кристална сол йодирана набухвател (мая хлебна) газиращ агент (сода бикарбонат),https://cdn.metro-group.com/bg/bg_pim_346649001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800740015688,DERONI Соев сос тъмен 1 л,1000 GRAM,ДЕРОНИ,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Подправки","Естесвено ферментирал СОЕВ сос: вода, СОЕВИ зърна (СОЯ), ПШЕНИЦА (ГЛУТЕН), сол, захар.",https://cdn.metro-group.com/bg/bg_pim_147330001001_01.png?format=jpg&quality=80&dpi=72,,277.0,,,,13.0,,,
3800849226046,Fine Life Вафли с фъстъчен крем 10бр 220г,220 GRAM,FINE LIFE,Хранителни стоки > Нашите марки > Захарни и солени изделия > Вафли | Хранителни стоки > Захарни и солени изделия > Вафли,ФЪСТЪЧЕН крем 80% захар ароматизант ванилин ПШЕНИЧНО брашно растителнo маслo (палмово) растителнo маслo (слънчогледово) какао на прах с намалено маслено съдържание емулгатор: СОЕВ лецитин СУРОВАТКА на прах набухватели: (натриев хидроген карбонат амониев хидроген карбонат) кокосови стърготини декстроза сол ФЪСТЪЦИ 1% ароматизант ФЪСТЪК 0.1%.,https://cdn.metro-group.com/bg/bg_pim_346886001001_01.png?format=jpg&quality=80&dpi=72,,1400.0,28.0,13.0,19.0,,1.0,,
8003295011654,VALMARONE Фраголино Бяло 750мл,750 GRAM,VALMARONE,Хранителни стоки > Напитки > Вино > Пенливо бяло вино | Хранителни стоки > Нашите марки > Напитки > Вино > Пенливо бяло вино,Съдържа СУЛФИТИ,https://cdn.metro-group.com/bg/bg_pim_301561001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
2863130000009,Калмари туби без мембрана,1000 GRAM,NO BRAND,Хранителни стоки > Риба > Прясна риба > Мекотели,Калмари,https://cdn.metro-group.com/bg/bg_pim_334168001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
2851000000006,Настъргана моцарела от краве мляко ~3кг,1000 GRAM,NO BRAND,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Моцарела,"Вода, ц12-15 алкилбензоат, етилхексил салицилат, октокрилен, глицерин, дикаприлил карбонат, бутиленгликол, съполимер на вп/ейкозен, диметикон, бутил метоксидибензоилметан, цетеарилов алкохол, метилен бис-бензотриазолил тетраметилбутилфенол (нано), ппг-5-цетет-20, ацетил хексапептид-1, каприлил гликол, пентилен гликол, калиев лактат, пропиленгликол, дицетилфосфат, цетет-10 фосфат.",https://cdn.metro-group.com/bg/bg_pim_322210001001_01.png?format=jpg&quality=80&dpi=72,,1109.0,20.0,13.0,20.0,1.0,1.0,,
8715700421575,HEINZ Кетчуп класик 570г,570 GRAM,HEINZ,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Кетчуп","домати (148г в 100г кетчуп), оцет, захар, сол, екстракти от подправки и билки (съдържа ЦЕЛИНА), подправки",https://cdn.metro-group.com/bg/bg_pim_252409001001_01.png?format=jpg&quality=80&dpi=72,,435.0,,0.0,,,,,
5900020018342,COOKie CRiSP Зърнена закуска 625г,625 GRAM,COOKIE CRISP,Хранителни стоки > Захарни и солени изделия > Зърнени закуски,Пълнозърнестo ПШЕНИЧЕНо брашно 34.5% царевичен грис 28.3% захар глюкозен сироп ПШЕНИЧЕНо нишесте слънчогледово масло ПШЕНИЧЕНо брашно 2.4% калциев карбонат нискомаслено какао на прах 1.1% какао на прах 0.9% сол набухвател: натриеви карбонати естествен ароматизант меласа антиоксидант: токофероли елементарно желязо витамин B3 (никотинамид) витамин B5 (калциев D- пантотенат) витамин D (холекалциферол) витамин B9 (птероилмоноглутаминова киселина) витамин B6 (пиридоксин хидрохлорид) витамин B2 (рибофлавин),https://cdn.metro-group.com/bg/bg_pim_335835001001_02.png?format=jpg&quality=80&dpi=72,,1659.0,,,,,,,
3800849210786,METRO Chef Луканков салам слайс 400г,400 GRAM,METRO CHEF,Хранителни стоки > Колбаси > Колбаси > Шпек и луканка | Хранителни стоки > Нашите марки > Колбаси > Колбаси > Шпек и луканка,"Свинско месо, сланина, свински протеин, сол, консерванти: натриев нитрит, калиев нитрат, подправки, декстроза, антиоксидант: натриев аскорбат, стартерна култура",https://cdn.metro-group.com/bg/bg_pim_334633001001_02.png?format=jpg&quality=80&dpi=72,,1440.0,,,,,,,
3800019102446,София МЕЛ Брашно за дома 5 кг,5000 GRAM,СОФИЯ МЕЛ,Хранителни стоки > Пакетирани храни > Брашно,ПШЕНИЧНО брашно тип 500 агент за обработка на брашно (аскорбинова киселина) ензими,https://cdn.metro-group.com/bg/bg_pim_163375001001_01.png?format=jpg&quality=80&dpi=72,,1472.0,1.0,,,,,,
8000070032842,LAVAZZA Кафе Crema gusto 3+1 1000 г,1000 GRAM,LAVAZZA,"Хранителни стоки > Напитки > Кафе, чай и какао > Мляно кафе",Печено мляно кафе Арабика и Робуста,https://cdn.metro-group.com/bg/bg_pim_284996001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800222240201,BURGOZONE Вино червено 3л,3000 GRAM,BURGOZONE,Хранителни стоки > Напитки > Вино > Червено вино,Съдържа СУЛФИТИ,https://cdn.metro-group.com/bg/bg_pim_220395001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
5941445676427,CHIO Пелети със сол 45 г,45 GRAM,CHIO,Хранителни стоки > Захарни и солени изделия > Солети и крекери,"Картофено нишесте (33%), слънчогледово олио, картофи на прах (26%), оризово брашно, сол, йодирана сол 1. 2% (сол, калиев йодат), паприка на прах, куркума на прах, може да съдържа следи от ГЛУТЕН, СОЯ и ГОРЧИЦА.",https://cdn.metro-group.com/bg/bg_pim_335537001001_01.png?format=jpg&quality=80&dpi=72,,2175.0,30.0,,3.0,58.0,,,
84909008695,"Сладък чили сос 4,5 л",5400 GRAM,NO BRAND,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Други сосове",Захар вода червени люти чушки 16% чесън сол модифицирана царевица регулатор на киселинността оцетна киселина,https://cdn.metro-group.com/bg/bg_pim_302091001001_01.png?format=jpg&quality=80&dpi=72,,880.0,0.0,0.0,0.0,51.0,47.0,,
8003449000039,Говеждо шкембе варено рязано 1кг,1000 GRAM,NO BRAND,Хранителни стоки > Замразени продукти > Месни продукти > Говеждо,,https://cdn.metro-group.com/bg/bg_pim_334071001001_02.png?format=jpg&quality=80&dpi=72,,459.0,,1.0,22.0,,0.0,,
3800218582919,CHEVAL DE KATARZYNA Вино Розе 750мл,750 GRAM,CHEVAL DE KATARZYNA,Хранителни стоки > Напитки > Вино > Розе,Грозде,https://cdn.metro-group.com/bg/bg_pim_271843001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
8003340801674,Lindt Бонбони корнет пистачо 200 г,200 GRAM,LINDT,Хранителни стоки > Захарни и солени изделия > Шоколад,"Захар, какаово масло, растителна мазнина (кокос, палмови ЯДКИ), пълномаслено МЛЯКО на прах, какаова маса, обезмаслено МЛЯКО на прах, ЛАКТОЗА, дехидратирана МЛЕЧНА мазнина, паста от ШАМ- ФЪСТЪЦИ (1. 3%), емулгатор (СОЕВ лецитин), ароматизанти, ЕЧЕМИЧЕН малц.",https://cdn.metro-group.com/bg/bg_pim_332157001001_01.png?format=jpg&quality=80&dpi=72,,2600.0,48.0,35.0,,43.0,42.0,,
5290093000895,PETROU Халуми 200г,200 GRAM,PETROU,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Други сирена,"Краве, овче, козе МЛЯКО, сол, микробиално сиреще, мента.",https://cdn.metro-group.com/bg/bg_pim_292192001001_01.png?format=jpg&quality=80&dpi=72,,1331.0,25.0,6.0,22.0,,,,
3800106400288,KRINA Ориз кафяв 500 г,500 GRAM,КРИНА,Хранителни стоки > Пакетирани храни > Варива > Ориз,Съдържа влакнини 3 6гр в 100гр продукт,https://cdn.metro-group.com/bg/bg_pim_296546001001_01.png?format=jpg&quality=80&dpi=72,,1567.0,,,,76.0,,,
5011428300028,MALDON Пушена морска сол 125 г,125 GRAM,MALDON,"Хранителни стоки > Пакетирани храни > Овкусители, подправки и сосове > Сол",Пушена морска сол на люспи.,https://cdn.metro-group.com/bg/bg_pim_286605001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
4337182147794,METRO Chef Авокадо на половинки 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Други зеленчуци | Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Други зеленчуци,авокадо сол антиоксидант аскорбинова киселина регулатор на киселинността лимонена киселина,https://cdn.metro-group.com/bg/bg_pim_320276001001_01.png?format=jpg&quality=80&dpi=72,,811.0,19.3,2.2,1.9,1.8,1.8,,200.0
3800139141608,METRO Chef Сливи без костилка 1кг,1000 GRAM,METRO CHEF,Хранителни стоки > Плодове и зеленчуци > Сушени плодове и зеленчуци > Сушени плодове,"Сини сливи без костилка, консервант:  калиев сорбат.",https://cdn.metro-group.com/bg/bg_pim_274225001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800231332027,ДУНАВИЯ Сирене 400г,400 GRAM,ДУНАВИЯ,Хранителни стоки > Млечни продукти и яйца > Сирене и кашкавал > Сирене,Пастьоризирано краве МЛЯКО сол закваска мая,https://cdn.metro-group.com/bg/bg_pim_203706001001_01.png?format=jpg&quality=80&dpi=72,,923.0,17.0,11.0,16.0,1.0,1.0,,
5941445674683,POM-BAR Оригинал 80г,80 GRAM,POM-BÄR,Хранителни стоки > Захарни и солени изделия > Солети и крекери,Картофи на прах 32% дрождев екстракт растителни мазнини 24% (слънчоглед паприка на прах. рапица в променливо съотношение) царевично нишесте картофено нишесте 16% захар йодирана сол 1% (сол калиев йодат) емулгатор (моно и диглицериди на мастни киселини) сол,https://cdn.metro-group.com/bg/bg_pim_335586001001_02.png?format=jpg&quality=80&dpi=72,,2108.0,25.0,,,,,,
5449000237033,"fuzetea Ст. чай ягода / алое 12 бр x 0,5 л",6000 GRAM,FUZE TEA,"Хранителни стоки > Напитки > Кафе, чай и какао > Чай готов за пиене","Вода, захар, фруктоза, киселина: ябълчна киселина, ароматизанти (вкл. ароматизант на алое вера), екстракт от зелен чай  (0.12%), ягодов сок от концентрат  (0.1%), регулатор на киселинността:натриеви цитрати, антиоксидант: аскорбинова киселина, подсладител: стевиолови гликозиди от стевия.",https://cdn.metro-group.com/bg/bg_pim_335635001001_01.png?format=jpg&quality=80&dpi=72,,83.0,0.0,0.0,0.0,,,,
4337182182078,Fine Life Американски уеджис 750г.,750 GRAM,FINE LIFE,Хранителни стоки > Нашите марки > Замразени продукти > Плодове и зеленчуци > Картофи | Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Картофи,картофи слънчогледово масло декстроза на прах добавки,https://cdn.metro-group.com/bg/bg_pim_345772001001_01.png?format=jpg&quality=80&dpi=72,,472.0,2.1,0.2,2.1,20.0,0.2,,80.0
3800018643148,QUEEN'S Сок портокал с червен портокал 6 х 1л,1000 GRAM,QUEEN'S,Хранителни стоки > Напитки > Безалкохолни напитки и вода > Сокове и нектари,Вода сокове (24%) от концентрирани сокове от : портокал (23.9%) и червен портокал (0.1%) захар (D) и/или глюкозо - x0002 - фруктозен сироп (G).,https://cdn.metro-group.com/bg/bg_pim_350184001003_01?format=jpg&quality=80&dpi=72,,201.0,0.0,0.0,0.0,,,,
3046920028363,Lindt EXCELLENCE Шоколад 85 % какао 100 г,100 GRAM,LINDT,Хранителни стоки > Захарни и солени изделия > Шоколад,Какаова маса какао с маналено съдържание на мазнини какаово масло кафява захар ванилия,https://cdn.metro-group.com/bg/bg_pim_208900002001_01.png?format=jpg&quality=80&dpi=72,,2413.0,46.0,28.0,,19.0,11.0,,
3800849231033,Fine Life Скумрия филе в слънчогледово масло 170г,170 GRAM,FINE LIFE,Хранителни стоки > Нашите марки > Консерви > Морски дарове > Друга риба | Хранителни стоки > Консерви > Морски дарове > Друга риба,Филе скумрия 54% растително слънчогледово масло сол.,https://cdn.metro-group.com/bg/bg_pim_346182001001_01.png?format=jpg&quality=80&dpi=72,,2080.0,50.0,11.0,11.0,,,,
3800849210571,Fine Life Микс Президент 400г,400 GRAM,FINE LIFE,Хранителни стоки > Замразени продукти > Плодове и зеленчуци > Зеленчукови миксове,моркови Градински грах Царевица Броколи,https://cdn.metro-group.com/bg/bg_pim_336385001001_02.png?format=jpg&quality=80&dpi=72,,175.6,0.1,0.0,2.9,5.8,2.5,,0.0
3800849229580,Fine Life Цедено кисело мляко 400г,400 GRAM,FINE LIFE,Хранителни стоки > Млечни продукти и яйца > Мляко и млечни продукти > Кисело мляко,ПАСТЬОРИЗИРАНО КРАВЕ МЛЯКО ПАСТЬОРИЗИРАНА СМЕТАНА СУХО ОБЕЗМАСЛЕНО МЛЯКО закваска,https://cdn.metro-group.com/bg/bg_pim_346046001001_01.png?format=jpg&quality=80&dpi=72,,512.0,10.0,6.0,4.6,3.5,3.5,,0.0
3800107801626,ТОПАЗ МЕЛ Брашно за закуски 25кг,25000 GRAM,ТОПАЗ МЕЛ,Хранителни стоки > Пакетирани храни > Брашно,100% ПШЕНИЧНО брашно тип500 ензими агент за обработка на брашна: аскорбинова киселина продуктът съдържа ГЛУТЕН съдържа влакнини 5 01гр в 100гр продукт,https://cdn.metro-group.com/bg/bg_pim_200675001001_01.png?format=jpg&quality=80&dpi=72,,,,,,,,,
3800849233389,Fine Life Сурови семена чиа 400г,400 GRAM,FINE LIFE,Хранителни стоки > Пакетирани храни > Варива > Житни култури,Чиа семена,https://cdn.metro-group.com/bg/bg_pim_348083001001_01.png?format=jpg&quality=80&dpi=72,,1844.0,31.0,,17.0,,0.0,,
8594009923665,Krusovice BOHEM Бира кен 4.7% 500мл,,KRUSOVICE,Хранителни стоки > Напитки > Бира и сайдер > Бира,вода ЕЧЕМИЧЕН малц хмелови продукти,https://cdn.metro-group.com/bg/bg_pim_348458001001_01.png?format=jpg&quality=80&dpi=72,,,0.0,0.0,0.0,,0.0,,
